,date,label,high,low,average,volume,notional,numberOfTrades,marketHigh,marketLow,marketAverage,marketVolume,marketNotional,marketNumberOfTrades,open,close,marketOpen,marketClose,changeOverTime,marketChangeOverTime
2019-09-18 10:25:00,2019-09-18,10:25 AM,222.36,222.3,222.325,400.0,88930.0,3.0,222.44,222.3,222.382,83863.0,18649596.1716,335.0,222.36,222.3,222.3,222.31,0.006132054124994297,0.006253393665158394
2019-09-18 10:26:00,2019-09-18,10:26 AM,222.3,222.24,222.256,372.0,82679.1,6.0,222.32,222.24,222.285,42706.0,9492881.9302,195.0,222.3,222.29,222.29,222.3,0.00581979454224556,0.0058144796380090345
2019-09-18 10:27:00,2019-09-18,10:27 AM,222.32,222.3,222.3,103.0,22896.96,2.0,222.37,222.3,222.336,36731.0,8166613.2078,174.0,222.3,222.32,222.305,222.36,0.006018916595012955,0.006045248868778338
2019-09-18 10:28:00,2019-09-18,10:28 AM,222.34,222.3,222.338,106.0,23567.8,2.0,222.375,222.29,222.331,36525.0,8120625.4543,128.0,222.34,222.3,222.353,222.314,0.006190885640584672,0.00602262443438909
2019-09-18 10:29:00,2019-09-18,10:29 AM,222.34,222.33,222.339,117.0,26013.61,2.0,222.341,222.29,222.319,46207.0,10272690.6127,226.0,222.34,222.33,222.32,222.315,0.006195411141783951,0.005968325791855151
2019-09-18 10:30:00,2019-09-18,10:30 AM,222.42,222.36,222.384,400.0,88953.5,5.0,222.52,222.32,222.432,115398.0,25668191.9194,521.0,222.42,222.36,222.32,222.34,0.006399058695750497,0.0064796380090497195
2019-09-18 10:31:00,2019-09-18,10:31 AM,222.375,222.36,222.363,540.0,120075.9,6.0,222.42,222.325,222.359,53802.0,11963354.7243,255.0,222.375,222.36,222.325,222.333,0.006304023170566143,0.006149321266968366
2019-09-18 10:32:00,2019-09-18,10:32 AM,222.3,222.295,222.3,103.0,22896.885,2.0,222.345,222.22,222.294,40889.0,9089384.1648,203.0,222.3,222.295,222.34,222.23,0.006018916595012955,0.005855203619909552
2019-09-18 10:33:00,2019-09-18,10:33 AM,,,,0.0,0.0,0.0,222.35,222.211,222.271,22415.0,4982204.6367,117.0,,,222.225,222.35,,0.005751131221719396
2019-09-18 10:34:00,2019-09-18,10:34 AM,222.37,222.27,222.321,204.0,45353.48,3.0,222.4,222.24,222.32,40845.0,9080670.4783,202.0,222.37,222.27,222.35,222.256,0.006113952120197308,0.005972850678733
2019-09-18 10:35:00,2019-09-18,10:35 AM,222.19,222.13,222.133,105.0,23323.95,2.0,222.3,222.04,222.175,47823.0,10625060.4094,266.0,222.19,222.13,222.27,222.04,0.005263157894736891,0.005316742081448015
2019-09-18 10:36:00,2019-09-18,10:36 AM,222.08,222.07,222.08,102.0,22652.14,2.0,222.12,222.032,222.08,45040.0,10002501.6879,271.0,222.08,222.07,222.04,222.07,0.005023306331176239,0.0048868778280543555
2019-09-18 10:37:00,2019-09-18,10:37 AM,222.2,222.19,222.195,200.0,44439.0,2.0,222.21,222.045,222.146,44017.0,9778219.0333,305.0,222.19,222.2,222.08,222.18,0.005543738969090801,0.005185520361990889
2019-09-18 10:38:00,2019-09-18,10:38 AM,222.185,222.15,222.167,200.0,44433.5,2.0,222.192,222.115,222.159,17319.0,3847563.0648,118.0,222.185,222.15,222.17,222.124,0.00541702493551162,0.005244343891402678
2019-09-18 10:39:00,2019-09-18,10:39 AM,222.12,222.075,222.094,635.0,141029.65,5.0,222.17,222.06,222.095,30557.0,6786573.1293,163.0,222.12,222.1,222.12,222.08,0.0050866633479657655,0.004954751131221714
2019-09-18 10:40:00,2019-09-18,10:40 AM,222.08,222.045,222.056,349.0,77497.705,5.0,222.104,222.04,222.073,16454.0,3653991.6478,89.0,222.08,222.045,222.08,222.08,0.004914694302394048,0.004855203619909536
2019-09-18 10:41:00,2019-09-18,10:41 AM,222.085,222.085,222.085,3.0,666.255,1.0,222.086,222.05,222.072,8786.0,1951128.7897,66.0,222.085,222.085,222.085,222.06,0.005045933837172508,0.004850678733031686
2019-09-18 10:42:00,2019-09-18,10:42 AM,222.065,222.04,222.058,305.0,67727.725,8.0,222.072,222.03,222.05,35830.0,7956056.7104,129.0,222.06,222.04,222.05,222.05,0.004923745304792478,0.004751131221719509
2019-09-18 10:43:00,2019-09-18,10:43 AM,222.045,221.965,221.998,943.0,209343.995,9.0,222.06,221.96,221.988,48143.0,10687189.0221,236.0,222.045,221.98,222.06,221.97,0.004652215232836998,0.004470588235294116
2019-09-18 10:44:00,2019-09-18,10:44 AM,222.04,221.97,221.99,424.0,94124.01,6.0,222.07,221.965,222.018,37641.0,8356966.9917,202.0,221.985,222.01,221.972,222.01,0.00461601122324302,0.004606334841628962
2019-09-18 10:45:00,2019-09-18,10:45 AM,222.06,222.03,222.054,500.0,111027.0,3.0,222.07,222.01,222.038,19536.0,4337731.599,113.0,222.03,222.06,222.018,222.045,0.004905643299995489,0.00469683257918557
2019-09-18 10:46:00,2019-09-18,10:46 AM,222.1,222.05,222.092,575.0,127702.84,6.0,222.13,222.03,222.094,28808.0,6398076.214,106.0,222.05,222.085,222.03,222.08,0.005077612345567336,0.004950226244343865
2019-09-18 10:47:00,2019-09-18,10:47 AM,222.155,222.085,222.132,551.0,122394.63,7.0,222.17,222.07,222.113,24826.0,5514185.39,139.0,222.085,222.155,222.08,222.16,0.005258632393537612,0.0050361990950226225
2019-09-18 10:48:00,2019-09-18,10:48 AM,222.14,222.09,222.106,500.0,111053.0,5.0,222.165,222.081,222.111,29186.0,6482544.5337,152.0,222.14,222.1,222.15,222.1,0.005140969362356861,0.005027149321266923
2019-09-18 10:49:00,2019-09-18,10:49 AM,,,,0.0,0.0,0.0,222.12,222.03,222.068,21384.0,4748705.51,122.0,,,222.1,222.035,,0.004832579185520417
2019-09-18 10:50:00,2019-09-18,10:50 AM,222.01,221.93,221.955,964.0,213964.76,13.0,222.03,221.92,221.955,73304.0,16270212.1684,292.0,222.005,222.01,222.03,222.02,0.0044576186812690126,0.004321266968325848
2019-09-18 10:51:00,2019-09-18,10:51 AM,222.08,222.02,222.038,1302.0,289093.14,7.0,222.09,222.005,222.034,21842.0,4849676.7819,133.0,222.03,222.04,222.02,222.032,0.004833235280807404,0.004678733031674171
2019-09-18 10:52:00,2019-09-18,10:52 AM,222.04,222.0,222.016,1941.0,430932.41,10.0,222.05,221.99,222.007,34216.0,7596206.0044,86.0,222.04,222.02,222.035,222.01,0.004733674254423642,0.0045565610859728736
2019-09-18 10:53:00,2019-09-18,10:53 AM,221.99,221.955,221.971,178.0,39510.82,7.0,222.02,221.95,221.985,23819.0,5287465.277,158.0,221.98,221.99,222.0,221.98,0.004530026700457097,0.004457013574660695
2019-09-18 10:54:00,2019-09-18,10:54 AM,222.03,221.96,221.978,295.0,65483.425,5.0,222.05,221.96,221.999,19564.0,4343183.0983,136.0,221.975,222.03,221.97,222.02,0.004561705208851925,0.004520361990950204
2019-09-18 10:55:00,2019-09-18,10:55 AM,222.18,222.02,222.13,324.0,71970.11,7.0,222.2,221.999,222.131,34738.0,7716396.1907,192.0,222.02,222.18,222.018,222.16,0.005249581391139053,0.005117647058823531
2019-09-18 10:56:00,2019-09-18,10:56 AM,222.14,222.1,222.111,3228.0,716974.215,15.0,222.17,222.1,222.125,34466.0,7655746.354,192.0,222.14,222.11,222.17,222.11,0.00516359686835313,0.005090497737556561
2019-09-18 10:57:00,2019-09-18,10:57 AM,222.17,222.09,222.147,1970.0,437630.065,18.0,222.18,222.08,222.128,31641.0,7028361.29,242.0,222.17,222.12,222.12,222.12,0.005326514911526418,0.005104072398189981
2019-09-18 10:58:00,2019-09-18,10:58 AM,222.23,222.13,222.215,1917.0,425986.57,6.0,222.25,222.114,222.187,61742.0,13718294.11,300.0,222.13,222.22,222.114,222.2,0.005634248993076004,0.005371040723981954
2019-09-18 10:59:00,2019-09-18,10:59 AM,222.21,222.175,222.206,2401.0,533515.68,6.0,222.23,222.145,222.19,31824.0,7070980.135,224.0,222.21,222.2,222.22,222.17,0.005593519482282617,0.005384615384615374
2019-09-18 11:00:00,2019-09-18,11 AM,222.26,222.205,222.232,200.0,44446.5,2.0,222.29,222.17,222.234,23751.0,5278277.8515,138.0,222.205,222.26,222.17,222.27,0.005711182513463369,0.005583710407239859
2019-09-18 11:01:00,2019-09-18,11:01 AM,222.255,222.225,222.248,1072.0,238249.41,12.0,222.28,222.19,222.243,45391.0,10087816.0523,162.0,222.255,222.24,222.269,222.27,0.005783590532651453,0.005624434389140249
2019-09-18 11:02:00,2019-09-18,11:02 AM,222.285,222.23,222.231,5412.0,1202714.62,4.0,222.3,222.21,222.262,36910.0,8203682.6782,161.0,222.285,222.23,222.28,222.23,0.005706657012264089,0.0057104072398190065
2019-09-18 11:03:00,2019-09-18,11:03 AM,222.235,222.2,222.22,1600.0,355552.5,4.0,222.246,222.19,222.216,23078.0,5128314.0314,136.0,222.22,222.235,222.225,222.2,0.005656876499072272,0.005502262443438951
2019-09-18 11:04:00,2019-09-18,11:04 AM,222.26,222.08,222.26,3007.0,668334.85,6.0,222.27,222.06,222.165,37415.0,8312286.4152,194.0,222.225,222.08,222.195,222.08,0.005837896547042549,0.005271493212669647
2019-09-18 11:05:00,2019-09-18,11:05 AM,222.11,222.01,222.075,2105.0,467467.875,10.0,222.12,222.01,222.06,45210.0,10039351.4812,255.0,222.06,222.01,222.08,222.035,0.005000678825179843,0.004796380090497748
2019-09-18 11:06:00,2019-09-18,11:06 AM,222.03,222.005,222.01,2003.0,444686.575,6.0,222.065,221.96,222.006,39428.0,8753269.6342,187.0,222.03,222.025,222.05,222.06,0.004706521247228095,0.004552036199095024
2019-09-18 11:07:00,2019-09-18,11:07 AM,222.09,222.07,222.077,285.0,63292.025,5.0,222.1,222.05,222.067,14745.0,3274378.31,99.0,222.09,222.075,222.06,222.06,0.005009729827578401,0.004828054298642566
2019-09-18 11:08:00,2019-09-18,11:08 AM,222.02,221.98,221.999,232.0,51503.72,3.0,222.08,221.96,222.033,21666.0,4810562.2631,126.0,221.98,222.02,222.06,222.02,0.004656740734036278,0.004674208144796322
2019-09-18 11:09:00,2019-09-18,11:09 AM,222.035,221.985,221.995,2100.0,466190.0,7.0,222.07,221.96,222.007,21672.0,4811332.0296,122.0,222.0,222.025,221.99,222.04,0.004638638729239289,0.0045565610859728736
2019-09-18 11:10:00,2019-09-18,11:10 AM,222.11,222.05,222.11,906.0,201231.3,3.0,222.12,222.01,222.065,37238.0,8269247.3485,184.0,222.11,222.05,222.04,222.045,0.005159071367153979,0.0048190045248868675
2019-09-18 11:11:00,2019-09-18,11:11 AM,222.06,222.06,222.06,94.0,20873.64,1.0,222.12,222.04,222.072,17259.0,3832735.0062,114.0,222.06,222.06,222.05,222.05,0.004932796307191037,0.004850678733031686
2019-09-18 11:12:00,2019-09-18,11:12 AM,222.065,222.04,222.065,101.0,22428.54,2.0,222.065,222.02,222.04,16262.0,3610819.7631,89.0,222.065,222.04,222.06,222.03,0.004955423813187305,0.0047058823529411405
2019-09-18 11:13:00,2019-09-18,11:13 AM,,,,0.0,0.0,0.0,222.1,222.028,222.067,10393.0,2307942.1315,67.0,,,222.028,222.045,,0.004828054298642566
2019-09-18 11:14:00,2019-09-18,11:14 AM,222.06,222.045,222.048,600.0,133228.5,2.0,222.09,222.04,222.065,12276.0,2726065.88,74.0,222.045,222.06,222.05,222.062,0.004878490292799941,0.0048190045248868675
2019-09-18 11:15:00,2019-09-18,11:15 AM,222.0,221.995,221.996,1300.0,288595.0,4.0,222.1,221.99,222.041,24450.0,5428894.622,162.0,221.995,222.0,222.08,221.99,0.004643164230438568,0.00471040723981899
2019-09-18 11:16:00,2019-09-18,11:16 AM,,,,0.0,0.0,0.0,222.04,221.99,222.006,20468.0,4544017.1464,96.0,,,221.99,222.02,,0.004552036199095024
2019-09-18 11:17:00,2019-09-18,11:17 AM,222.075,222.035,222.06,2438.0,541382.805,13.0,222.08,222.01,222.052,11856.0,2632651.287,77.0,222.06,222.035,222.01,222.05,0.004932796307191037,0.004760180995475079
2019-09-18 11:18:00,2019-09-18,11:18 AM,222.05,222.04,222.045,200.0,44409.0,2.0,222.08,222.04,222.057,8325.0,1848622.6142,52.0,222.04,222.05,222.06,222.04,0.004864913789202102,0.004782805429864199
2019-09-18 11:19:00,2019-09-18,11:19 AM,222.045,222.02,222.031,300.0,66609.36,4.0,222.05,222.02,222.032,9207.0,2044248.6744,64.0,222.045,222.02,222.043,222.025,0.004801556772412577,0.0046696832579186005
2019-09-18 11:20:00,2019-09-18,11:20 AM,222.09,222.025,222.033,1218.0,270436.005,2.0,222.16,222.01,222.072,39141.0,8692132.8718,224.0,222.025,222.09,222.02,222.16,0.004810607774811007,0.004850678733031686
2019-09-18 11:21:00,2019-09-18,11:21 AM,222.115,222.115,222.115,2400.0,533076.0,2.0,222.2,222.09,222.149,36160.0,8032896.606,188.0,222.115,222.115,222.14,222.119,0.005181698873150248,0.005199095022624439
2019-09-18 11:22:00,2019-09-18,11:22 AM,222.1,222.06,222.073,301.0,66844.1,4.0,222.12,222.056,222.081,19906.0,4420747.0924,142.0,222.1,222.09,222.11,222.115,0.004991627822781412,0.004891402714932077
2019-09-18 11:23:00,2019-09-18,11:23 AM,222.15,222.11,222.12,406.0,90180.9,5.0,222.15,222.07,222.114,12853.0,2854834.749,89.0,222.15,222.115,222.11,222.08,0.005204326379146516,0.005040723981900472
2019-09-18 11:24:00,2019-09-18,11:24 AM,222.06,222.045,222.045,100.0,22204.52,4.0,222.077,222.04,222.053,12267.0,2723922.3067,90.0,222.05,222.045,222.053,222.05,0.004864913789202102,0.004764705882352929
2019-09-18 11:25:00,2019-09-18,11:25 AM,222.06,222.06,222.06,100.0,22206.0,1.0,222.08,222.04,222.057,10812.0,2400884.6636,78.0,222.06,222.06,222.06,222.06,0.004932796307191037,0.004782805429864199
2019-09-18 11:26:00,2019-09-18,11:26 AM,222.02,222.0,222.013,3.0,666.04,2.0,222.06,221.988,222.025,22201.0,4929180.098,103.0,222.0,222.02,222.06,222.03,0.004720097750825933,0.004638009049773782
2019-09-18 11:27:00,2019-09-18,11:27 AM,222.02,221.995,222.004,702.0,155846.59,3.0,222.03,221.99,222.015,12194.0,2707249.023,78.0,222.005,222.02,222.02,222.02,0.0046793682400325465,0.0045927601809954135
2019-09-18 11:28:00,2019-09-18,11:28 AM,221.985,221.96,221.972,200.0,44394.5,2.0,222.014,221.92,221.976,20321.0,4510764.9521,112.0,221.985,221.96,222.013,221.921,0.004534552201656376,0.004416289592760177
2019-09-18 11:29:00,2019-09-18,11:29 AM,221.94,221.94,221.94,3.0,665.82,1.0,221.98,221.924,221.948,23292.0,5169604.4848,134.0,221.94,221.94,221.93,221.96,0.004389736163280078,0.004289592760181029
2019-09-18 11:30:00,2019-09-18,11:30 AM,221.98,221.97,221.979,854.0,189569.92,3.0,221.99,221.95,221.972,24532.0,5445427.3016,152.0,221.98,221.97,221.95,221.96,0.004566230710051204,0.004398190045248907
2019-09-18 11:31:00,2019-09-18,11:31 AM,221.905,221.905,221.905,300.0,66571.5,1.0,221.96,221.8,221.879,37047.0,8219952.0549,200.0,221.905,221.905,221.96,221.83,0.00423134362130607,0.003977375565610818
2019-09-18 11:32:00,2019-09-18,11:32 AM,221.86,221.86,221.86,3.0,665.58,1.0,221.9,221.815,221.867,15562.0,3452694.1184,85.0,221.86,221.86,221.823,221.873,0.0040276960673395245,0.003923076923076879
2019-09-18 11:33:00,2019-09-18,11:33 AM,221.855,221.825,221.826,1078.0,239128.79,5.0,221.895,221.805,221.838,23655.0,5247577.1408,141.0,221.855,221.83,221.86,221.84,0.003873829026564667,0.0037918552036198816
2019-09-18 11:34:00,2019-09-18,11:34 AM,221.82,221.81,221.819,981.0,217604.42,4.0,221.837,221.79,221.814,24947.0,5533602.6098,93.0,221.82,221.81,221.82,221.79,0.00384215051816984,0.003683257918552004
2019-09-18 11:35:00,2019-09-18,11:35 AM,221.785,221.765,221.774,3430.0,760686.1,6.0,221.83,221.75,221.788,27418.0,6080990.3104,145.0,221.765,221.785,221.77,221.79,0.003638502964203295,0.003565610859728556
2019-09-18 11:36:00,2019-09-18,11:36 AM,221.825,221.8,221.823,1300.0,288370.0,2.0,221.85,221.78,221.815,25445.0,5644071.0791,133.0,221.825,221.8,221.795,221.78,0.0038602525229669577,0.003687782805429854
2019-09-18 11:37:00,2019-09-18,11:37 AM,221.79,221.78,221.784,249.0,55224.24,4.0,221.8,221.76,221.788,7595.0,1684482.28,55.0,221.79,221.79,221.76,221.79,0.003683757976195832,0.003565610859728556
2019-09-18 11:38:00,2019-09-18,11:38 AM,221.865,221.865,221.865,700.0,155305.5,1.0,221.87,221.78,221.83,24237.0,5376488.3628,96.0,221.865,221.865,221.8,221.86,0.0040503235733357935,0.0037556561085973416
2019-09-18 11:39:00,2019-09-18,11:39 AM,,,,0.0,0.0,0.0,221.86,221.83,221.848,10054.0,2230456.0216,57.0,,,221.855,221.842,,0.0038371040723982498
2019-09-18 11:40:00,2019-09-18,11:40 AM,221.85,221.85,221.85,86.0,19079.1,1.0,221.87,221.81,221.833,13234.0,2935739.59,69.0,221.85,221.85,221.84,221.81,0.003982441055346859,0.003769230769230762
2019-09-18 11:41:00,2019-09-18,11:41 AM,221.79,221.79,221.79,28.0,6210.12,1.0,221.802,221.77,221.785,10450.0,2317654.1082,52.0,221.79,221.79,221.8,221.79,0.0037109109833913796,0.003552036199095007
2019-09-18 11:42:00,2019-09-18,11:42 AM,221.78,221.76,221.77,204.0,45241.1,5.0,221.78,221.71,221.755,21162.0,4692777.615,128.0,221.76,221.78,221.78,221.77,0.003620400959406306,0.0034162895927601603
2019-09-18 11:43:00,2019-09-18,11:43 AM,221.75,221.75,221.75,6.0,1330.5,1.0,221.78,221.74,221.757,10378.0,2301397.35,56.0,221.75,221.75,221.776,221.759,0.003529890935421103,0.0034253393665158597
2019-09-18 11:44:00,2019-09-18,11:44 AM,221.78,221.745,221.764,3369.0,747122.63,9.0,221.78,221.724,221.762,32683.0,7247857.2005,144.0,221.77,221.745,221.75,221.724,0.0035932479522107577,0.0034479638009049796
2019-09-18 11:45:00,2019-09-18,11:45 AM,221.77,221.74,221.751,1227.0,272088.75,4.0,221.83,221.73,221.76,16950.0,3758838.8866,105.0,221.755,221.77,221.73,221.824,0.0035344164366203825,0.00343891402714928
2019-09-18 11:46:00,2019-09-18,11:46 AM,221.905,221.85,221.89,3400.0,754426.5,7.0,221.92,221.824,221.875,32397.0,7188088.1597,134.0,221.855,221.905,221.824,221.903,0.0041634611033171355,0.003959276018099547
2019-09-18 11:47:00,2019-09-18,11:47 AM,221.95,221.915,221.94,1600.0,355104.0,9.0,221.96,221.9,221.929,25462.0,5650763.124,137.0,221.95,221.915,221.91,221.907,0.004389736163280078,0.004203619909502272
2019-09-18 11:48:00,2019-09-18,11:48 AM,221.875,221.85,221.872,380.0,84311.375,4.0,221.93,221.84,221.871,20071.0,4453174.7479,110.0,221.875,221.85,221.91,221.85,0.004082002081730621,0.003941176470588278
2019-09-18 11:49:00,2019-09-18,11:49 AM,221.875,221.875,221.875,19.0,4215.625,1.0,221.98,221.84,221.888,21759.0,4828073.2422,101.0,221.875,221.875,221.84,221.973,0.00409557858532833,0.0040180995475113356
2019-09-18 11:50:00,2019-09-18,11:50 AM,222.075,222.0,222.039,1156.0,256677.055,12.0,222.09,221.965,222.019,33885.0,7523128.545,178.0,222.0,222.0,221.97,221.99,0.004837760782006555,0.004610859728506812
2019-09-18 11:51:00,2019-09-18,11:51 AM,222.0,221.88,221.92,317.0,70348.56,5.0,222.0,221.87,221.928,16747.0,3716627.5694,103.0,222.0,221.88,221.99,221.88,0.004299226139294876,0.004199095022624422
2019-09-18 11:52:00,2019-09-18,11:52 AM,221.92,221.915,221.917,600.0,133150.0,7.0,221.954,221.9,221.921,14436.0,3203655.19,105.0,221.92,221.915,221.9,221.915,0.004285649635697166,0.004167420814479603
2019-09-18 11:53:00,2019-09-18,11:53 AM,222.0,222.0,222.0,905.0,200910.0,5.0,222.01,221.92,221.981,40612.0,9015090.8874,246.0,222.0,222.0,221.92,221.99,0.0046612662352355574,0.004438914027149296
2019-09-18 11:54:00,2019-09-18,11:54 AM,222.07,221.9,221.992,411.0,91238.62,6.0,222.075,221.89,221.999,19164.0,4254396.8853,123.0,222.07,221.9,221.995,221.903,0.004625062225641451,0.004520361990950204
2019-09-18 11:55:00,2019-09-18,11:55 AM,221.94,221.91,221.927,368.0,81669.285,5.0,221.94,221.88,221.916,19958.0,4428997.738,129.0,221.915,221.91,221.91,221.92,0.004330904647689703,0.0041447963800904835
2019-09-18 11:56:00,2019-09-18,11:56 AM,221.93,221.915,221.924,566.0,125608.965,9.0,221.935,221.9,221.919,5718.0,1268934.44,49.0,221.915,221.92,221.92,221.92,0.004317328144091993,0.004158371040724032
2019-09-18 11:57:00,2019-09-18,11:57 AM,221.935,221.92,221.929,600.0,133157.5,3.0,221.945,221.91,221.926,9029.0,2003769.725,76.0,221.935,221.92,221.92,221.913,0.004339955650088261,0.004190045248868722
2019-09-18 11:58:00,2019-09-18,11:58 AM,221.91,221.825,221.888,1220.0,270703.5,9.0,221.92,221.825,221.871,14653.0,3251074.149,106.0,221.91,221.825,221.92,221.825,0.0041544101009187056,0.003941176470588278
2019-09-18 11:59:00,2019-09-18,11:59 AM,221.86,221.825,221.856,2026.0,449479.4,5.0,221.88,221.81,221.851,24528.0,5441558.836,150.0,221.825,221.86,221.83,221.87,0.004009594062542407,0.0038506787330316703
2019-09-18 12:00:00,2019-09-18,12 PM,221.91,221.87,221.889,1084.0,240528.115,10.0,221.92,221.84,221.879,26054.0,5780840.3374,178.0,221.895,221.91,221.86,221.92,0.004158935602117985,0.003977375565610818
2019-09-18 12:01:00,2019-09-18,12:01 PM,221.98,221.94,221.957,394.0,87450.94,6.0,221.98,221.91,221.948,16276.0,3612419.6268,110.0,221.94,221.98,221.915,221.953,0.0044666696836674425,0.004289592760181029
2019-09-18 12:02:00,2019-09-18,12:02 PM,221.93,221.875,221.906,400.0,88762.5,4.0,221.944,221.83,221.89,13674.0,3034120.105,94.0,221.93,221.875,221.94,221.84,0.004235869122505349,0.004027149321266907
2019-09-18 12:03:00,2019-09-18,12:03 PM,221.85,221.75,221.774,824.0,182742.1,11.0,221.85,221.73,221.799,27450.0,6088374.1512,158.0,221.85,221.75,221.84,221.73,0.003638502964203295,0.0036153846153846453
2019-09-18 12:04:00,2019-09-18,12:04 PM,,,,0.0,0.0,0.0,221.737,221.67,221.702,19948.0,4422503.5736,90.0,,,221.73,221.675,,0.003176470588235286
2019-09-18 12:05:00,2019-09-18,12:05 PM,221.71,221.675,221.688,356.0,78920.76,5.0,221.755,221.659,221.698,24420.0,5413860.8378,124.0,221.675,221.71,221.67,221.742,0.003249309861067065,0.003158371040724016
2019-09-18 12:06:00,2019-09-18,12:06 PM,,,,0.0,0.0,0.0,221.795,221.75,221.779,18605.0,4126193.016,70.0,,,221.75,221.774,,0.0035248868778280378
2019-09-18 12:07:00,2019-09-18,12:07 PM,221.735,221.71,221.719,324.0,71837.04,5.0,221.78,221.71,221.729,12386.0,2746333.732,80.0,221.72,221.735,221.78,221.74,0.003389600398244084,0.003298642533936712
2019-09-18 12:08:00,2019-09-18,12:08 PM,221.755,221.74,221.752,520.0,115311.3,4.0,221.76,221.73,221.75,7124.0,1579746.2779,61.0,221.74,221.755,221.74,221.73,0.003538941937819662,0.003393665158371041
2019-09-18 12:09:00,2019-09-18,12:09 PM,221.69,221.685,221.688,200.0,44337.5,2.0,221.74,221.685,221.712,9131.0,2024454.9736,70.0,221.685,221.69,221.73,221.69,0.003249309861067065,0.003221719457013525
2019-09-18 12:10:00,2019-09-18,12:10 PM,221.69,221.655,221.668,300.0,66500.5,3.0,221.72,221.62,221.665,21088.0,4674466.3523,125.0,221.69,221.655,221.705,221.625,0.003158799837081991,0.00300904977375562
2019-09-18 12:11:00,2019-09-18,12:11 PM,221.6,221.6,221.6,95.0,21052.0,1.0,221.66,221.57,221.607,35507.0,7868618.6083,200.0,221.6,221.6,221.625,221.57,0.0028510657555324047,0.0027466063348416257
2019-09-18 12:12:00,2019-09-18,12:12 PM,221.55,221.52,221.526,206.0,45634.3,3.0,221.57,221.52,221.549,14251.0,3157290.4418,111.0,221.52,221.55,221.566,221.55,0.002516178666787399,0.002484162895927632
2019-09-18 12:13:00,2019-09-18,12:13 PM,221.6,221.54,221.567,262.0,58050.7,3.0,221.6,221.535,221.572,15527.0,3440357.1873,106.0,221.575,221.54,221.555,221.544,0.0027017242159569554,0.0025882352941176594
2019-09-18 12:14:00,2019-09-18,12:14 PM,221.55,221.55,221.55,22.0,4874.1,1.0,221.58,221.535,221.554,13364.0,2960848.12,94.0,221.55,221.55,221.55,221.535,0.0026247906955695907,0.0025067873303167513
2019-09-18 12:15:00,2019-09-18,12:15 PM,221.615,221.535,221.561,1100.0,243717.0,11.0,221.615,221.53,221.57,20162.0,4467301.9397,125.0,221.535,221.59,221.535,221.56,0.002674571208761407,0.00257918552036196
2019-09-18 12:16:00,2019-09-18,12:16 PM,221.62,221.56,221.592,991.0,219597.62,8.0,221.63,221.58,221.607,20807.0,4610984.4912,126.0,221.56,221.62,221.58,221.61,0.0028148617459384266,0.0027466063348416257
2019-09-18 12:17:00,2019-09-18,12:17 PM,221.625,221.62,221.624,352.0,78011.74,4.0,221.625,221.56,221.592,13315.0,2950500.5398,93.0,221.625,221.62,221.61,221.56,0.0029596777843145963,0.002678733031674267
2019-09-18 12:18:00,2019-09-18,12:18 PM,221.54,221.47,221.505,1368.0,303018.67,11.0,221.556,221.46,221.502,42015.0,9306409.3855,183.0,221.54,221.505,221.55,221.495,0.002421143141602917,0.0022714932126697263
2019-09-18 12:19:00,2019-09-18,12:19 PM,221.42,221.39,221.405,200.0,44281.0,2.0,221.49,221.39,221.431,33424.0,7401104.0522,214.0,221.42,221.39,221.49,221.44,0.001968593021677161,0.001950226244343944
2019-09-18 12:20:00,2019-09-18,12:20 PM,221.51,221.43,221.476,891.0,197334.83,9.0,221.54,221.41,221.46,42731.0,9463210.6507,250.0,221.45,221.51,221.45,221.51,0.002289903606824457,0.002081447963800941
2019-09-18 12:21:00,2019-09-18,12:21 PM,221.57,221.49,221.494,105.0,23256.82,4.0,221.6,221.47,221.532,26625.0,5898295.8998,173.0,221.49,221.57,221.503,221.55,0.0023713626284111006,0.002407239819004573
2019-09-18 12:22:00,2019-09-18,12:22 PM,221.58,221.58,221.58,100.0,22158.0,1.0,221.635,221.55,221.604,12188.0,2700907.0008,85.0,221.58,221.58,221.55,221.63,0.0027605557315473306,0.0027330316742082057
2019-09-18 12:23:00,2019-09-18,12:23 PM,221.64,221.62,221.63,250.0,55407.5,3.0,221.64,221.61,221.623,9686.0,2146640.2898,64.0,221.64,221.625,221.63,221.62,0.0029868307915101445,0.0028190045248868345
2019-09-18 12:24:00,2019-09-18,12:24 PM,221.63,221.59,221.59,101.0,22380.63,2.0,221.65,221.59,221.622,20868.0,4624816.0592,129.0,221.59,221.63,221.615,221.64,0.0028058107435398674,0.0028144796380091134
2019-09-18 12:25:00,2019-09-18,12:25 PM,221.64,221.63,221.639,38.0,8422.3,2.0,221.641,221.61,221.624,16609.0,3680946.0346,61.0,221.64,221.63,221.64,221.641,0.0030275603023035306,0.0028235294117646844
2019-09-18 12:26:00,2019-09-18,12:26 PM,221.635,221.625,221.625,56.0,12411.03,3.0,221.65,221.61,221.634,12655.0,2804781.077,48.0,221.625,221.635,221.64,221.62,0.002964203285513876,0.0028687782805429237
2019-09-18 12:27:00,2019-09-18,12:27 PM,221.62,221.62,221.62,1.0,221.62,1.0,221.635,221.54,221.576,24185.0,5358808.1725,117.0,221.62,221.62,221.63,221.569,0.0029415757795176072,0.0026063348416289294
